,loss,c1,c2,E1,E2,eta
49,0.00013579123830943492,11.445337,12.650043,0.47926095,-0.52958596,0.9244537
50,0.0001210212726329635,11.463137,12.688643,0.47440884,-0.53336704,0.9318856
51,0.00010396524847144491,11.482061,12.727923,0.46897608,-0.5370288,0.9376582
52,0.00011475518723512348,11.507187,12.769987,0.46408588,-0.54344606,0.93741477
53,0.00010058720293589947,11.53509,12.813337,0.45809224,-0.55014026,0.93407065
54,9.446709429923059e-05,11.559445,12.855321,0.45181894,-0.5531151,0.9327634
55,9.917041870181823e-05,11.578967,12.89514,0.4463757,-0.5514997,0.9347126
56,9.47100066362142e-05,11.594745,12.933281,0.44302756,-0.54669344,0.9387766
57,8.944237471549752e-05,11.609395,12.9710655,0.44275868,-0.54138654,0.94242287
58,9.333037077687001e-05,11.627151,13.0101385,0.4458153,-0.53860444,0.9423444
59,8.703195499102075e-05,11.646814,13.049959,0.4514014,-0.5377801,0.93965995
60,7.915117811442288e-05,11.66456,13.088885,0.45800784,-0.53638,0.9377906
61,7.952402242998664e-05,11.67909,13.126146,0.46409217,-0.5331033,0.93828046
62,7.811319771467805e-05,11.6908045,13.161893,0.46858278,-0.5278794,0.9409389
63,7.407269463971855e-05,11.701516,13.19704,0.47103405,-0.52246785,0.944171
64,7.428090499217499e-05,11.714164,13.2328205,0.47156978,-0.51915216,0.945519
65,7.50418059550468e-05,11.729765,13.269641,0.47048986,-0.51890564,0.94420165
66,6.999347829294908e-05,11.745412,13.306332,0.46809506,-0.5200898,0.9425497
67,6.80858434617687e-05,11.759422,13.342023,0.46486428,-0.5214515,0.94210666
68,6.752005324260153e-05,11.771045,13.376336,0.46150592,-0.52237105,0.9435037
69,6.51590262258817e-05,11.780878,13.40954,0.45885244,-0.5231764,0.94606155
70,6.329096211443154e-05,11.790249,13.442274,0.45759198,-0.524622,0.9484352
71,6.282631769671595e-05,11.7999935,13.475111,0.45805186,-0.52720106,0.95032907
72,6.11298687108088e-05,11.810868,13.508393,0.46015185,-0.5312161,0.95096254
73,5.849223465753892e-05,11.822418,13.541882,0.46320224,-0.5355306,0.9507694
74,5.65178863728037e-05,11.833546,13.575048,0.466207,-0.53852534,0.9508442
75,5.616255424612734e-05,11.843592,13.6075535,0.46835443,-0.53911287,0.95186114
76,5.509950131512748e-05,11.852945,13.639531,0.4693267,-0.537407,0.9534547
77,5.3500648840283286e-05,11.862629,13.671414,0.46928233,-0.5344185,0.9546296
78,5.228686600429405e-05,11.873352,13.703512,0.4686073,-0.5312188,0.9546968
79,5.051462612540422e-05,11.884915,13.735716,0.4676705,-0.52831304,0.9538464
80,4.864487527650094e-05,11.896395,13.767576,0.46674183,-0.52564293,0.9529649
81,4.7847329055407343e-05,11.906901,13.798684,0.46605226,-0.5230851,0.95291173
82,4.7630777703135875e-05,11.916283,13.829268,0.4658051,-0.52063906,0.95390964
83,4.6298776224966786e-05,11.925233,13.859599,0.46626502,-0.51911306,0.95527035
84,4.528912396909724e-05,11.934577,13.89,0.4675052,-0.51915455,0.9561899
85,4.415435423923401e-05,11.944561,13.920541,0.46926975,-0.5206704,0.956435
86,4.258615764101862e-05,11.954737,13.9510145,0.4710664,-0.5228639,0.95645
87,4.089670859800366e-05,11.964455,13.9811325,0.4724357,-0.5246728,0.9568623
88,4.004922998066721e-05,11.9734745,14.010745,0.47304425,-0.52584577,0.9579155
89,3.8979776905780886e-05,11.982144,14.03997,0.47288966,-0.5263395,0.9592322
90,3.8008295734780624e-05,11.991047,14.069043,0.47222537,-0.52647614,0.96019936
91,3.7224272343886424e-05,12.000474,14.098072,0.47137976,-0.5264941,0.96048415
92,3.625321001256048e-05,12.01018,14.126924,0.47061446,-0.5263048,0.9602703
93,3.530280404877524e-05,12.019589,14.155316,0.4700941,-0.5256205,0.960073
94,3.46201142117693e-05,12.028249,14.183031,0.4699346,-0.5242984,0.9603114
95,3.38992033154889e-05,12.036159,14.210057,0.47023994,-0.5225759,0.96099323
96,3.308553657915437e-05,12.043713,14.236563,0.4710649,-0.5209726,0.96177
97,3.239646086843816e-05,12.051337,14.262762,0.47235256,-0.51997703,0.96228385
98,3.172954985040214e-05,12.059163,14.288703,0.47384667,-0.5196743,0.9624574
99,3.1030054151462434e-05,12.066985,14.3143015,0.47519368,-0.51941,0.9624966
100,3.1082378419147145e-05,12.074516,14.339417,0.4760136,-0.51894945,0.962711
101,3.057428006794154e-05,12.0816555,14.363995,0.4761904,-0.5182112,0.9632121
102,2.9992620804829208e-05,12.088564,14.388101,0.47583956,-0.5174042,0.9638425
103,2.9437009636195307e-05,12.095497,14.411849,0.4752258,-0.5168536,0.96433926
104,2.8956072985010625e-05,12.102564,14.4352865,0.47462824,-0.51674354,0.9645692
105,2.8477708107686563e-05,12.109619,14.458346,0.47423816,-0.5169879,0.96463436
106,2.803482436848769e-05,12.116378,14.480898,0.47413394,-0.5173138,0.9647745
107,2.7653814433235446e-05,12.122639,14.502849,0.4743166,-0.5174706,0.96516144
108,2.684136514029684e-05,12.133275,14.526904,0.47669545,-0.5206119,0.96348614
109,2.203764954964715e-05,12.144914,14.551375,0.48017803,-0.52397656,0.9622553
110,2.2439023163225285e-05,12.154541,14.574943,0.48347113,-0.5247942,0.9636687
111,2.046659916289128e-05,12.163262,14.597904,0.48711592,-0.5232018,0.9666117
112,1.788228815955295e-05,12.173792,14.621486,0.49069655,-0.52113396,0.96885645
113,1.8073090929136902e-05,12.187786,14.646465,0.49377218,-0.51990616,0.9690685
114,1.643728190052024e-05,12.204405,14.672399,0.49581015,-0.51911956,0.96784115
115,1.4477543968700972e-05,12.221254,14.698099,0.49627575,-0.51719666,0.96698785
116,1.3964064169391393e-05,12.236595,14.722785,0.4951867,-0.51305395,0.96773034
117,1.0874940257336449e-05,12.250891,14.746725,0.49334377,-0.508084,0.9695575
118,9.963736667611202e-06,12.266182,14.770839,0.4916353,-0.50458044,0.97085226
119,9.968949173201957e-06,12.28325,14.795493,0.49079353,-0.503859,0.9708773
120,8.60752058980159e-06,12.301008,14.820148,0.49099028,-0.505255,0.97032404
121,7.585955641040105e-06,12.317372,14.843894,0.4919199,-0.506945,0.97064847
122,6.525184643090769e-06,12.331567,14.866319,0.4932557,-0.5079447,0.9723296
123,5.139647828326254e-06,12.344367,14.887748,0.49479377,-0.508303,0.9746479
124,4.324905177402567e-06,12.357363,14.908858,0.4964116,-0.50870365,0.97633564
125,4.278169955511673e-06,12.371352,14.930019,0.49789667,-0.509413,0.97671235
126,3.604863619651878e-06,12.385599,14.950874,0.4989093,-0.50964165,0.97631174
127,3.6899151162140827e-06,12.398632,14.970772,0.49913737,-0.50809723,0.9762729
128,3.2467353204191686e-06,12.409993,14.989494,0.49872354,-0.5049039,0.9769638
129,2.3196042237630526e-06,12.420345,15.007362,0.49808246,-0.5012727,0.9778899
130,2.0513765597123955e-06,12.43064,15.024839,0.4977019,-0.49870375,0.9783301
131,2.0585360461101164e-06,12.441097,15.042036,0.49784794,-0.49783006,0.97813636
132,1.7409844344628777e-06,12.451018,15.058621,0.49847704,-0.49823353,0.97786033
133,1.5720366754385012e-06,12.459508,15.074171,0.4993195,-0.49894693,0.97820497
134,1.4359728644223333e-06,12.466383,15.088596,0.5001468,-0.4994392,0.9792959
135,1.0991104933092454e-06,12.472326,15.102216,0.50086015,-0.49985644,0.98056984
136,1.0601733699266681e-06,12.478186,15.115433,0.501436,-0.50053877,0.9813357
137,1.1303152423444701e-06,12.4842,15.128366,0.50179744,-0.50134116,0.981395
138,1.0254794265846974e-06,12.489881,15.140787,0.50183094,-0.5016644,0.9811241
139,9.898113592904777e-07,12.494569,15.15239,0.5015036,-0.5009688,0.9810501
140,9.400120548778781e-07,12.498081,15.163102,0.50096166,-0.4993379,0.98134613
141,7.907820087789396e-07,12.500831,15.17314,0.5004792,-0.49750423,0.98173386
142,7.819444642443962e-07,12.503357,15.1827755,0.500328,-0.4962953,0.98184156
143,8.120156708087656e-07,12.505786,15.192084,0.50060314,-0.4960585,0.9816147
144,7.509270615840192e-07,12.5077505,15.200901,0.5011777,-0.49646056,0.9813783
145,7.363491549595916e-07,12.508824,15.20903,0.50182086,-0.49694878,0.9814943
146,7.148348057403975e-07,12.509,15.216473,0.5023445,-0.49725664,0.9819899
147,6.43643671451622e-07,12.508719,15.223445,0.5026676,-0.4975118,0.9825325
148,6.587261578263562e-07,12.508465,15.230189,0.5027817,-0.49792656,0.98275787
149,6.746502871873183e-07,12.508335,15.236771,0.5026862,-0.4984496,0.9825975
150,6.260637635612278e-07,12.508019,15.243048,0.5023728,-0.49874014,0.98229945
151,6.107548052440218e-07,12.507152,15.248857,0.5018871,-0.49850616,0.98216045
152,5.924521588471049e-07,12.505678,15.254183,0.501368,-0.49782252,0.9822424
153,5.465121241989787e-07,12.503881,15.259171,0.50100386,-0.49711052,0.9823523
154,5.452563991276143e-07,12.502069,15.263972,0.50092775,-0.49677998,0.9822817
155,5.341306093435825e-07,12.5002775,15.268613,0.50114113,-0.49691305,0.98203564
156,4.906490347211931e-07,12.4982815,15.272996,0.50152147,-0.4972663,0.9818201
157,4.698567559196386e-07,12.495881,15.277036,0.50190395,-0.4975481,0.98181933
158,4.4324978471990867e-07,12.493147,15.280769,0.50216824,-0.49768236,0.98200154
159,4.1192889063402524e-07,12.490372,15.28434,0.5022697,-0.49780935,0.9821553
160,4.0579556743690595e-07,12.487799,15.287869,0.5022081,-0.49805886,0.9821038
161,3.8467302677259906e-07,12.485408,15.291354,0.50199217,-0.49836898,0.9818688
162,3.508222954713324e-07,12.482976,15.294693,0.5016433,-0.49854,0.98162824
163,3.336315909417232e-07,12.480322,15.297808,0.5012256,-0.49845296,0.9815275
164,3.15773318459384e-07,12.477485,15.300723,0.50085205,-0.49820977,0.9815433
165,3.1759250747623455e-07,12.474659,15.30354,0.5006313,-0.49802014,0.9815373
166,3.112590961873254e-07,12.47199,15.306334,0.50061995,-0.49806073,0.98140955
167,2.910510217907952e-07,12.469433,15.309086,0.50078094,-0.4982881,0.9812093
168,2.478827814396026e-07,12.466833,15.311726,0.50101775,-0.49855164,0.98106885
169,2.2984932329208623e-07,12.464108,15.314216,0.50121987,-0.49870676,0.98106635
170,2.1095854089768266e-07,12.461355,15.316605,0.50132304,-0.49877197,0.9811376
171,1.9769233200877204e-07,12.458745,15.318985,0.5013128,-0.49886543,0.98115385
172,1.919222476591985e-07,12.456379,15.321409,0.50119877,-0.4990491,0.98104066
173,1.995498245961355e-07,12.454181,15.323845,0.50098884,-0.49921063,0.9808611
174,1.852806681230143e-07,12.452003,15.326226,0.500715,-0.4992524,0.98072755
175,1.763992567190619e-07,12.449784,15.328528,0.5004387,-0.49917072,0.9806851
176,1.688857142258847e-07,12.447599,15.330788,0.5002373,-0.49908045,0.9806767
177,1.6567735297954057e-07,12.445556,15.333055,0.50016516,-0.49910688,0.9806221
178,1.5992846827006156e-07,12.443667,15.335338,0.5002207,-0.49926412,0.98051417
179,1.489500771361697e-07,12.441851,15.337598,0.5003497,-0.4994518,0.9804209
180,1.4010893103942508e-07,12.440037,15.339803,0.50048184,-0.4995662,0.98039955
181,1.3194473234263792e-07,12.43826,15.341969,0.50056773,-0.49959835,0.9804275
182,1.257621934090377e-07,12.4366255,15.344144,0.5005883,-0.49961564,0.9804283
183,1.2228662054773104e-07,12.43519,15.3463545,0.5005422,-0.49966422,0.9803591
184,1.1683174076449687e-07,12.433906,15.348579,0.5004354,-0.49971628,0.9802546
185,1.1244652833354973e-07,12.432678,15.350776,0.50028557,-0.49971658,0.98018295
186,1.1054460987356813e-07,12.431469,15.352926,0.5001296,-0.4996645,0.98016983
187,1.093531523145521e-07,12.43032,15.355052,0.50001484,-0.49962723,0.98017794
188,1.0980482601611998e-07,12.429288,15.35718,0.49997434,-0.49966985,0.98015904
189,1.0877264487934402e-07,12.428371,15.359309,0.50000674,-0.4997832,0.98011184
190,1.0535675196262121e-07,12.427511,15.361413,0.5000804,-0.4998948,0.98007756
191,1.0133502190612172e-07,12.426669,15.363473,0.50015634,-0.4999441,0.9800848
192,9.632640473313697e-08,12.42587,15.3655,0.500209,-0.4999357,0.98011297
193,9.197715739045763e-08,12.425172,15.367523,0.5002291,-0.49991593,0.980117
194,8.861716211856101e-08,12.424595,15.36955,0.50021535,-0.49991092,0.98008025
195,8.511873323101233e-08,12.424098,15.371562,0.50016946,-0.4999029,0.98003167
196,8.274524401278889e-08,12.423625,15.373535,0.50010103,-0.4998671,0.98001033
197,8.132743778438054e-08,12.423164,15.375464,0.50003165,-0.4998166,0.98002195
198,8.03994482150783e-08,12.422746,15.377365,0.4999871,-0.4997961,0.9800385
199,7.995491237611021e-08,12.422396,15.379249,0.49998206,-0.49983287,0.9800361
