,loss,c1,c2,E1,E2,eta
0,0.00022391471540528354,2.902575,2.939332,0.10012715,-0.29992962,0.8
1,0.0004234830169773544,2.9706616,3.0108716,0.02232521,-0.23464319,0.8556192
2,0.00046290815707699225,3.0428612,3.0882707,0.0,-0.15324426,0.8008504
3,0.00036331525301572536,3.107419,3.1598938,0.0,-0.07873936,0.8
4,0.0003169007795247908,3.176465,3.2312057,0.0,0.0,0.8
5,0.00020671325028498753,3.2361114,3.2926133,0.0,0.0,0.8
6,0.0002067131795822322,3.2883344,3.3461974,0.0,0.0,0.8
7,0.00020671301398861379,3.334503,3.393399,0.0,0.0,0.8
8,0.00020671305070960722,3.3756173,3.4352715,0.0,0.0,0.8
9,0.0002067131718786734,3.4124384,3.4726162,0.0,0.0,0.8
10,0.0002067129853775048,3.445564,3.506062,0.0,0.0,0.8
11,0.00020671301120331136,3.4754753,3.5361154,0.0,0.0,0.8
12,0.00020671297937375875,3.502567,3.5631921,0.0,0.0,0.8
13,0.00020671301495717772,3.5271695,3.587639,0.0,0.0,0.8
14,0.00020671302485431587,3.5495617,3.6097503,0.0,0.0,0.8
15,0.00020671322922091056,3.5699832,3.6297772,0.0,0.0,0.8
16,0.00020671303172956838,3.588641,3.6479373,0.0,0.0,0.8
17,0.00020671315200416904,3.6057153,3.6644201,0.0,0.0,0.8
18,0.00020671310473707608,3.6213648,3.6793923,0.0,0.0,0.8
19,0.00020671308909281117,3.6357296,3.6930008,0.0,0.0,0.8
